tr|A0A182HA79|A0A182HA79_AEDAL	6f630c136e39dbcff364fb04ffba3116	2156	Pfam	PF21055	ZSWIM4-8, C-terminal	1965	2145	1.1E-70	T	17-10-2025	IPR048370	ZSWIM4-8, C-terminal	-	-
UPI0007D3BDB9	afc80ab9329a8ddc7549193f2784b043	1031	Pfam	PF23113	E3 ubiquitin-protein ligase MARCHF6-like, C-terminal domain	784	955	5.3E-48	T	17-10-2025	IPR056521	E3 ubiquitin-protein ligase MARCHF6-like, C-terminal domain	-	-
UPI0007D3BDB9	afc80ab9329a8ddc7549193f2784b043	1031	Pfam	PF12906	RING-variant domain	6	52	2.5E-11	T	17-10-2025	IPR011016	Zinc finger, RING-CH-type	-	-
tr|A0A182H812|A0A182H812_AEDAL	954439e0a126503d5ec9910651710ab8	815	Pfam	PF24681	KLHDC2/KLHL20/DRC7 Kelch-repeats domain	247	450	8.1E-17	T	17-10-2025	-	-	-	-
tr|A0A182H812|A0A182H812_AEDAL	954439e0a126503d5ec9910651710ab8	815	Pfam	PF06588	Muskelin N-terminus	9	203	6.2E-79	T	17-10-2025	IPR010565	Muskelin, N-terminal	-	-
UPI0007D5DCF4	b5bdab0f7b9b1713f5780c2a4a587e2a	384	Pfam	PF02535	ZIP Zinc transporter	33	379	5.6E-56	T	17-10-2025	IPR003689	Zinc/iron permease	-	-
tr|A0A182G0N5|A0A182G0N5_AEDAL	2de52cfb4b0d88e43ab0599e90b1d083	803	Pfam	PF02187	Growth-Arrest-Specific Protein 2 Domain	163	231	8.4E-31	T	17-10-2025	IPR003108	GAR domain	-	-
tr|A0A182HB25|A0A182HB25_AEDAL	90a8f0f9114240782664d39c434707a2	1201	Pfam	PF00075	RNase H	927	1047	9.3E-9	T	17-10-2025	IPR002156	Ribonuclease H domain	-	-
tr|A0A182HB25|A0A182HB25_AEDAL	90a8f0f9114240782664d39c434707a2	1201	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	469	717	1.3E-30	T	17-10-2025	IPR000477	Reverse transcriptase domain	-	-
tr|A0A182HB25|A0A182HB25_AEDAL	90a8f0f9114240782664d39c434707a2	1201	Pfam	PF14529	Endonuclease-reverse transcriptase	105	223	3.2E-16	T	17-10-2025	IPR005135	Endonuclease/exonuclease/phosphatase	-	-
tr|A0A182H5J7|A0A182H5J7_AEDAL	c6f5ac5281af53eb3226421bb306d5b8	231	Pfam	PF02338	OTU-like cysteine protease	162	218	2.4E-5	T	17-10-2025	IPR003323	OTU domain	-	-
UPI0007D6531F	c86dfe7b1ea81cbcaae6e4fe7dd4d420	1375	Pfam	PF00183	Hsp90 protein	189	651	0.0	T	17-10-2025	IPR001404	Heat shock protein Hsp90 family	-	-
UPI0007D6531F	c86dfe7b1ea81cbcaae6e4fe7dd4d420	1375	Pfam	PF00183	Hsp90 protein	846	1351	0.0	T	17-10-2025	IPR001404	Heat shock protein Hsp90 family	-	-
UPI0007D6531F	c86dfe7b1ea81cbcaae6e4fe7dd4d420	1375	Pfam	PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	36	151	2.1E-5	T	17-10-2025	-	-	-	-
UPI0007D6531F	c86dfe7b1ea81cbcaae6e4fe7dd4d420	1375	Pfam	PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	693	808	4.0E-5	T	17-10-2025	-	-	-	-
UPI0007D45369	fadd439216afdbfd7e32bde4197cac09	352	Pfam	PF01753	MYND finger	129	166	0.023	T	17-10-2025	IPR002893	Zinc finger, MYND-type	-	-
UPI0007D45369	fadd439216afdbfd7e32bde4197cac09	352	Pfam	PF04194	Programmed cell death protein 2, C-terminal putative domain	241	337	3.1E-30	T	17-10-2025	IPR007320	Programmed cell death protein 2, C-terminal	-	-
UPI0007D1D433	47b886bd6a69fc6eff3dd90139525c14	168	Pfam	PF05741	Nanos RNA binding domain	123	166	6.6E-11	T	17-10-2025	IPR024161	Zinc finger, nanos-type	-	-
tr|A0A182G2Q1|A0A182G2Q1_AEDAL	ec9367a28c8cce7413a5737a60a7c3ec	230	Pfam	PF13869	Nucleotide hydrolase	39	225	5.6E-78	T	17-10-2025	IPR016706	Cleavage/polyadenylation specificity factor subunit 5	-	-
UPI0007D3E342	2e44dfd506f8d0ee9552b6fa627440fd	703	Pfam	PF01344	Kelch motif	405	452	0.0089	T	17-10-2025	IPR006652	Kelch repeat type 1	-	-
UPI0007D3E342	2e44dfd506f8d0ee9552b6fa627440fd	703	Pfam	PF24681	KLHDC2/KLHL20/DRC7 Kelch-repeats domain	459	654	7.0E-16	T	17-10-2025	-	-	-	-
UPI0007D3E342	2e44dfd506f8d0ee9552b6fa627440fd	703	Pfam	PF07707	BTB And C-terminal Kelch	158	232	1.5E-8	T	17-10-2025	IPR011705	BTB/Kelch-associated	-	-
UPI0007D3E342	2e44dfd506f8d0ee9552b6fa627440fd	703	Pfam	PF00651	BTB/POZ domain	45	151	2.3E-27	T	17-10-2025	IPR000210	BTB/POZ domain	-	-
tr|A0A023EIB6|A0A023EIB6_AEDAL	d44d41e5c93e440235da29371fabf789	206	Pfam	PF00071	Ras family	15	175	1.1E-64	T	17-10-2025	IPR001806	Small GTPase	-	-
tr|A0A182H681|A0A182H681_AEDAL	c524590d06cef4c3eea05c7f147170b2	713	Pfam	PF17919	RNase H-like domain found in reverse transcriptase	459	557	5.6E-29	T	17-10-2025	IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	-	-
tr|A0A182H681|A0A182H681_AEDAL	c524590d06cef4c3eea05c7f147170b2	713	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	234	395	2.4E-28	T	17-10-2025	IPR000477	Reverse transcriptase domain	-	-
tr|A0A182H4G7|A0A182H4G7_AEDAL	f00650fc384fb9a6898806c67adf4521	657	Pfam	PF00012	Hsp70 protein	36	633	0.0	T	17-10-2025	IPR013126	Heat shock protein 70 family	-	-
tr|A0A182GD72|A0A182GD72_AEDAL	4bbc06181ea63dea16084e6e66c9fdf2	393	Pfam	PF00023	Ankyrin repeat	222	243	0.15	T	17-10-2025	IPR002110	Ankyrin repeat	-	-
tr|A0A182GD72|A0A182GD72_AEDAL	4bbc06181ea63dea16084e6e66c9fdf2	393	Pfam	PF12796	Ankyrin repeats (3 copies)	141	220	7.5E-5	T	17-10-2025	IPR002110	Ankyrin repeat	-	-
tr|A0A182GD72|A0A182GD72_AEDAL	4bbc06181ea63dea16084e6e66c9fdf2	393	Pfam	PF12796	Ankyrin repeats (3 copies)	262	352	3.5E-7	T	17-10-2025	IPR002110	Ankyrin repeat	-	-
tr|A0A182H0X1|A0A182H0X1_AEDAL	dd2d6a4f6ab028e79e36f6b5c24b4264	617	Pfam	PF00069	Protein kinase domain	15	265	4.8E-66	T	17-10-2025	IPR000719	Protein kinase domain	-	-
tr|A0A182H0X1|A0A182H0X1_AEDAL	dd2d6a4f6ab028e79e36f6b5c24b4264	617	Pfam	PF20929	Programmed cell death protein 10, dimerisation domain	547	598	0.17	T	17-10-2025	IPR048288	Programmed cell death protein 10, dimerisation domain	-	-
UPI0007D6942F	bf7f90c85de38503723171ce96d00926	391	Pfam	PF21636	Protein phosphatase 1 regulatory subunit 21, C-terminal	284	388	0.0043	T	17-10-2025	IPR049372	Protein phosphatase 1 regulatory subunit 21, C-terminal	-	-
UPI0007D6942F	bf7f90c85de38503723171ce96d00926	391	Pfam	PF10205	Predicted coiled-coil domain-containing protein	10	116	8.2E-27	T	17-10-2025	IPR019343	Protein phosphatase 1 regulatory subunit 21, N-terminal	-	-
UPI0007D3AFE7	5606696aefe44b7aa621b72bae8e1639	485	Pfam	PF17921	Integrase zinc binding domain	100	153	1.5E-6	T	17-10-2025	IPR041588	Integrase zinc-binding domain	-	-
UPI0007D3AFE7	5606696aefe44b7aa621b72bae8e1639	485	Pfam	PF18701	Family of unknown function (DUF5641)	380	472	1.3E-27	T	17-10-2025	IPR040676	Domain of unknown function DUF5641	-	-
tr|A0A182G6N9|A0A182G6N9_AEDAL	2d03ea9c1c6577282ea06ef3f323f5f6	164	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	14	163	6.5E-12	T	17-10-2025	IPR000477	Reverse transcriptase domain	-	-
UPI0007D3B793	aeb224e2abb621274796108df36f5c4f	573	Pfam	PF14749	Acyl-coenzyme A oxidase N-terminal	5	49	1.2E-9	T	17-10-2025	IPR029320	Acyl-coenzyme A oxidase, N-terminal	-	-
