tr|Q16LF8|Q16LF8_AEDAE	68c4745375e341fca378373fa7a6df22	193	Pfam	PF00804	Syntaxin	1	103	3.5E-25	T	17-10-2025	IPR006011	Syntaxin, N-terminal domain	-	-
tr|Q17E51|Q17E51_AEDAE	7b66df15556ca50e2b2b3f366a8d8d8f	580	Pfam	PF00096	Zinc finger, C2H2 type	349	370	0.043	T	17-10-2025	IPR013087	Zinc finger C2H2-type	-	-
tr|Q17E51|Q17E51_AEDAE	7b66df15556ca50e2b2b3f366a8d8d8f	580	Pfam	PF00096	Zinc finger, C2H2 type	376	398	0.0095	T	17-10-2025	IPR013087	Zinc finger C2H2-type	-	-
tr|Q17E51|Q17E51_AEDAE	7b66df15556ca50e2b2b3f366a8d8d8f	580	Pfam	PF00096	Zinc finger, C2H2 type	291	313	0.0073	T	17-10-2025	IPR013087	Zinc finger C2H2-type	-	-
tr|Q16VT5|Q16VT5_AEDAE	4560e3a0e5cc514987125fc2729860a0	1190	Pfam	PF00076	RNA recognition motif	113	190	0.059	T	17-10-2025	IPR000504	RNA recognition motif domain	-	-
tr|Q16VT5|Q16VT5_AEDAE	4560e3a0e5cc514987125fc2729860a0	1190	Pfam	PF14570	RING/Ubox like zinc-binding domain	16	62	8.9E-16	T	17-10-2025	-	-	-	-
tr|Q16F45|Q16F45_AEDAE	f69b4af1e65c671b207f48d06cdbac9c	392	Pfam	PF01545	Cation efflux transmembrane domain	15	261	2.2E-44	T	17-10-2025	IPR058533	Cation efflux protein, transmembrane domain	-	-
tr|Q16F45|Q16F45_AEDAE	f69b4af1e65c671b207f48d06cdbac9c	392	Pfam	PF16916	Cation efflux protein, cytoplasmic domain	268	338	2.6E-5	T	17-10-2025	IPR027470	Cation efflux protein, cytoplasmic domain	-	-
tr|Q17KB4|Q17KB4_AEDAE	62df3e18bcaf0f9f3f9f5ce30c3d71a9	231	Pfam	PF00071	Ras family	42	194	1.6E-23	T	17-10-2025	IPR001806	Small GTPase	-	-
tr|Q17FQ2|Q17FQ2_AEDAE	b9b98deaf8ff71868a450454d45ca6ee	922	Pfam	PF03456	uDENN domain	49	101	2.9E-5	T	17-10-2025	IPR005113	uDENN domain	-	-
tr|Q17FQ2|Q17FQ2_AEDAE	b9b98deaf8ff71868a450454d45ca6ee	922	Pfam	PF02141	DENN (AEX-3) domain	106	289	4.6E-50	T	17-10-2025	IPR001194	cDENN domain	-	-
tr|Q17FQ2|Q17FQ2_AEDAE	b9b98deaf8ff71868a450454d45ca6ee	922	Pfam	PF03455	dDENN domain	355	391	3.4E-6	T	17-10-2025	IPR005112	dDENN domain	-	-
tr|Q17E14|Q17E14_AEDAE	9f53dd6162921e078cfa3d9d08b01730	383	Pfam	PF00503	G-protein alpha subunit	24	372	1.2E-120	T	17-10-2025	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	-	-
tr|Q174F6|Q174F6_AEDAE	2fa78d020687ff22ae260d3fa983a57e	847	Pfam	PF05672	MAP7 (E-MAP-115) family	617	764	3.3E-14	T	17-10-2025	IPR008604	Microtubule-associated protein 7 family	-	-
tr|Q16JQ3|Q16JQ3_AEDAE	ddbf43ca5cffa7eb03a813f89b0ad32a	1313	Pfam	PF00566	Rab-GTPase-TBC domain	214	432	3.0E-30	T	17-10-2025	IPR000195	Rab-GAP-TBC domain	-	-
tr|Q16HZ7|Q16HZ7_AEDAE	3146615c2fc0e7a63c30e4d06e3c0061	289	Pfam	PF00609	Diacylglycerol kinase accessory domain	1	49	2.7E-5	T	17-10-2025	IPR000756	Diacylglycerol kinase, accessory domain	-	-
tr|Q16HZ7|Q16HZ7_AEDAE	3146615c2fc0e7a63c30e4d06e3c0061	289	Pfam	PF23578	Diacylglycerol kinase iota-like domain	85	185	5.4E-30	T	17-10-2025	IPR056383	Diacylglycerol kinase iota-like domain	-	-
tr|Q16HZ7|Q16HZ7_AEDAE	3146615c2fc0e7a63c30e4d06e3c0061	289	Pfam	PF00023	Ankyrin repeat	254	284	9.5E-5	T	17-10-2025	IPR002110	Ankyrin repeat	-	-
tr|Q17DB8|Q17DB8_AEDAE	b1627039378ed8566ff91f67ee610c4c	157	Pfam	PF21890	Lin-28A-like, second zinc knuckle	109	139	0.0039	T	17-10-2025	IPR054081	Lin-28A-like, second zinc knuckle	-	-
tr|Q17DB8|Q17DB8_AEDAE	b1627039378ed8566ff91f67ee610c4c	157	Pfam	PF00313	'Cold-shock' DNA-binding domain	2	65	2.9E-20	T	17-10-2025	IPR002059	Cold-shock protein Csp, DNA-binding	-	-
tr|J9HZV2|J9HZV2_AEDAE	35f5915e154e9409702b02701856dae6	231	Pfam	PF00076	RNA recognition motif	136	202	6.8E-14	T	17-10-2025	IPR000504	RNA recognition motif domain	-	-
tr|Q16K82|Q16K82_AEDAE	c6d8cfc177b2965c5b7ddb0e02df659a	1033	Pfam	PF13912	C2H2-type zinc finger	569	592	3.3	T	17-10-2025	IPR013087	Zinc finger C2H2-type	-	-
